"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Deprivation quintile 1 - most deprived","Deprivation quintile 2","Deprivation quintile 3","Deprivation quintile 4","Deprivation quintile 5 - least deprived","Death Certificate Only","Kaplan-Meier survival 36m"
"9507","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","846","1","1","0","4","10","278","77","171","268","286","338",".a",".j"
"9508","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","761","1","2","0","1","22","361","68","147","256","329","348",".a",".j"
"9509","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","638","2","2","1","5","28","215","97","230","208","187","169",".a",".j"
"9510","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","507","9","1","0","6","27","272","77","216","189","178","162",".a",".j"
"9511","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","1212","1","1","1","1","10","314","246","233","314","370","377",".a",".j"
"9512","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","1065","1","3","0","3","3","416","209","248","323","349","362",".a",".j"
"9513","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","1069","2","1","0","3","1","262","325","242","226","284","261",".a",".j"
"9514","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","978","2","0","0","2","3","313","269","213","268","259","289",".a",".j"
"9515","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","982","1","2","0","0","4","185","350","213","197","217","197",".a",".j"
"9516","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","804","1","3","0","1","1","185","226","170","163","220","216",".a",".j"
"9517","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","1236","5","0","0","4","13","533","121","209","350","455","656",".a",".j"
"9518","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","966","3","0","1","0","18","684","87","190","317","395","683",".a",".j"
"9519","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","949","1","0","0","2","5","252","88","195","329","313","284",".a",".j"
"9520","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","769","0","2","1","0","7","349","84","207","295","281","261",".a",".j"
"9521","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","880","1","1","0","1","6","250","73","162","270","282","352",".a",".j"
"9522","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","924","0","1","0","6","14","272","91","167","326","279","354",".a",".j"
"9523","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","520","5","1","0","2","26","148","79","159","141","154","169",".a",".j"
"9524","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","518","4","0","1","5","34","160","73","173","147","158","171",".a",".j"
"9525","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","1180","4","1","0","2","3","310","167","259","315","374","385",".a",".j"
"9526","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","1320","1","1","0","1","5","353","211","258","382","418","412",".a",".j"
"9527","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","1057","4","0","0","2","3","261","269","241","279","273","265",".a",".j"
"9528","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","1190","1","1","1","2","1","312","290","260","318","333","307",".a",".j"
"9529","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","970","0","5","0","0","2","155","304","178","183","268","199",".a",".j"
"9530","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","958","1","2","2","1","8","176","244","208","189","271","236",".a",".j"
"9531","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","1178","2","0","0","0","11","523","113","197","342","461","601",".a",".j"
"9532","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","1180","2","0","0","3","16","548","93","214","353","430","659",".a",".j"
"9533","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","941","0","0","0","2","0","263","88","204","316","333","265",".a",".j"
"9534","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","920","0","0","0","1","4","332","92","224","355","311","275",".a",".j"
"9535","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","1471","1","1","0","6","13","335","118","310","444","461","494",".a",".j"
"9536","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","1850","2","0","3","5","16","329","132","320","567","547","639",".a",".j"
"9537","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","809","5","1","2","1","22","168","105","212","217","235","239",".a",".j"
"9538","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","888","7","2","3","0","25","147","78","197","215","278","304",".a",".j"
"9539","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","1877","4","1","1","1","5","410","275","372","455","579","618",".a",".j"
"9540","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","2330","3","2","0","1","3","500","309","407","600","783","740",".a",".j"
"9541","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","1574","0","0","0","2","3","351","359","342","388","445","396",".a",".j"
"9542","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","2082","1","0","1","0","4","399","445","416","474","640","512",".a",".j"
"9543","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","1448","0","1","0","1","1","188","346","245","254","398","396",".a",".j"
"9544","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","1716","0","0","0","1","1","202","402","275","311","472","460",".a",".j"
"9545","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","2003","4","2","1","5","13","708","129","326","576","682","1023",".a",".j"
"9546","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","2300","1","0","0","1","13","804","163","353","622","809","1172",".a",".j"
"9547","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","1562","0","0","0","0","3","397","116","371","488","501","486",".a",".j"
"9548","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","1839","0","0","0","0","5","438","141","408","558","631","544",".a",".j"
"9549","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","1380","0","1","0","12","8","229","100","234","447","378","471",".a",".j"
"9550","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","1433","0","1","0","7","16","172","94","250","400","406","479",".a",".j"
"9551","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","879","5","1","0","0","26","126","111","218","207","256","245",".a",".j"
"9552","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","748","7","0","0","2","24","91","68","172","175","246","211",".a",".j"
"9553","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","1805","4","0","0","1","2","295","304","360","431","519","493",".a",".j"
"9554","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","1835","3","1","1","2","3","258","247","303","474","533","546",".a",".j"
"9555","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","1591","2","0","0","0","4","257","385","335","365","421","348",".a",".j"
"9556","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","1588","3","0","0","0","3","199","330","290","393","377","403",".a",".j"
"9557","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","1262","0","3","1","1","3","155","289","236","247","344","309",".a",".j"
"9558","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","1251","4","3","0","0","1","140","271","213","251","363","301",".a",".j"
"9559","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","2060","3","1","1","2","8","490","128","284","523","652","978",".a",".j"
"9560","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","2197","3","0","0","1","12","430","127","261","499","708","1048",".a",".j"
"9561","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","1336","0","0","0","1","1","253","123","285","408","428","347",".a",".j"
"9562","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","1369","2","0","0","0","1","213","105","273","371","408","428",".a",".j"
"9563","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","501","0","1","0","1","5","218","44","105","160","182","235",".a",".j"
"9564","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","355","1","1","0","4","3","201","31","77","140","144","173",".a",".j"
"9565","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","358","1","1","1","5","21","172","51","137","113","142","116",".a",".j"
"9566","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","260","2","0","0","1","10","182","51","115","102","86","101",".a",".j"
"9567","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","635","2","0","1","3","4","234","90","112","194","227","256",".a",".j"
"9568","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","417","0","0","0","2","3","222","69","86","140","174","175",".a",".j"
"9569","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","676","0","0","0","0","3","227","147","155","180","218","206",".a",".j"
"9570","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","431","1","0","0","2","0","216","118","99","133","143","157",".a",".j"
"9571","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","684","0","2","0","0","2","261","246","167","153","196","187",".a",".j"
"9572","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","447","0","0","1","0","2","178","153","105","94","135","141",".a",".j"
"9573","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","670","1","1","0","0","7","392","67","106","189","263","446",".a",".j"
"9574","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","475","0","0","0","0","8","434","64","112","162","227","352",".a",".j"
"9575","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","462","0","0","0","0","3","199","51","102","177","171","163",".a",".j"
"9576","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","368","0","0","0","1","4","207","45","97","159","153","126",".a",".j"
"9577","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","321","1","0","0","0","2","124","20","49","112","120","147",".a",".j"
"9578","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","495","0","0","0","1","4","223","33","98","169","191","232",".a",".j"
"9579","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","189","4","1","0","0","8","70","18","44","53","77","80",".a",".j"
"9580","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","269","3","1","0","0","12","111","30","76","73","103","114",".a",".j"
"9581","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","366","2","1","0","1","0","154","54","84","105","144","137",".a",".j"
"9582","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","559","1","1","1","1","1","206","86","114","164","205","201",".a",".j"
"9583","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","347","0","1","0","1","1","146","78","89","110","107","112",".a",".j"
"9584","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","545","1","0","2","0","0","198","119","96","129","207","195",".a",".j"
"9585","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Female","All","338","1","0","0","0","1","116","77","80","83","120","96",".a",".j"
"9586","Skin tumours","2020-2022","Skin cancer","Age 25+","North West","Male","All","467","0","1","0","1","0","163","96","99","105","177","155",".a",".j"
"9587","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Female","All","465","4","1","0","0","5","249","27","71","138","199","289",".a",".j"
"9588","Skin tumours","2020-2022","Skin cancer","Age 25+","South East","Male","All","687","3","0","0","5","9","427","53","119","213","297","449",".a",".j"
"9589","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Female","All","334","0","0","0","0","0","141","15","75","124","136","125",".a",".j"
"9590","Skin tumours","2020-2022","Skin cancer","Age 25+","South West","Male","All","481","0","0","0","0","0","222","25","134","171","206","167",".a",".j"
"9591","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Female","All","387","1","0","0","2","3","136","27","78","132","134","158",".a",".j"
"9592","Skin tumours","2020-2022","Skin cancer","Age 25+","East of England","Male","All","776","0","0","0","3","6","202","50","130","233","257","317",".a",".j"
"9593","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Female","All","229","2","1","1","0","6","70","23","50","72","77","87",".a",".j"
"9594","Skin tumours","2020-2022","Skin cancer","Age 25+","London","Male","All","391","2","0","0","0","10","87","31","77","108","139","135",".a",".j"
"9595","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Female","All","495","2","0","0","0","0","127","50","97","139","158","180",".a",".j"
"9596","Skin tumours","2020-2022","Skin cancer","Age 25+","Midlands","Male","All","967","0","0","0","1","3","214","114","164","253","289","365",".a",".j"
"9597","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Female","All","405","1","0","0","0","2","102","71","83","102","124","130",".a",".j"
"9598","Skin tumours","2020-2022","Skin cancer","Age 25+","North East and Yorkshire","Male","All","740","0","0","1","1","0","205","128","167","191","228","233",".a",".j"
