"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Deprivation quintile 1 - most deprived","Deprivation quintile 2","Deprivation quintile 3","Deprivation quintile 4","Deprivation quintile 5 - least deprived","Death Certificate Only","Kaplan-Meier survival 36m"
"5305","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","265","0","0","0","1","0","25","52","53","50","62","74",".a",".a"
"5306","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","354","0","0","0","1","0","40","76","65","80","85","89",".a",".a"
"5307","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","260","0","0","0","0","0","15","75","40","55","62","43",".a",".a"
"5308","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","260","0","0","0","0","1","18","64","44","46","67","58",".a",".a"
"5309","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","251","0","0","0","0","1","54","17","42","65","70","112",".a",".a"
"5310","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","248","0","0","0","1","2","76","16","43","46","83","139",".a",".a"
"5311","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","216","0","0","0","0","1","24","14","34","61","65","67",".a",".a"
"5312","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","199","0","0","0","0","0","40","19","42","54","62","62",".a",".a"
"5313","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","275","0","0","0","1","2","35","17","54","60","70","112",".a",".a"
"5314","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","401","1","1","0","1","1","31","20","51","88","126","151",".a",".a"
"5315","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","111","1","0","0","1","4","5","15","14","32","31","30",".a",".a"
"5316","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","170","0","0","0","0","4","12","8","36","43","53","46",".a",".a"
"5317","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","420","0","0","0","0","1","37","38","63","100","117","140",".a",".a"
"5318","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","646","1","0","0","0","1","68","74","97","148","195","202",".a",".a"
"5319","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","372","1","0","0","0","3","29","79","61","86","87","92",".a",".a"
"5320","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","602","0","0","0","1","0","35","103","100","117","151","167",".a",".a"
"5321","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","295","1","0","0","0","1","13","73","53","51","77","56",".a",".a"
"5322","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","442","0","0","0","1","0","31","75","88","85","103","123",".a",".a"
"5323","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","371","0","0","0","1","1","63","12","52","86","118","168",".a",".a"
"5324","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","573","0","0","0","0","3","106","26","61","137","168","290",".a",".a"
"5325","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","306","0","0","0","0","1","27","20","66","64","96","88",".a",".a"
"5326","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","440","0","1","0","0","1","39","28","79","118","126","130",".a",".a"
"5327","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","319","0","0","0","1","2","23","26","51","87","91","90",".a",".a"
"5328","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","502","0","0","0","2","3","20","23","52","147","135","170",".a",".a"
"5329","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","166","0","0","0","0","7","15","13","40","39","47","49",".a",".a"
"5330","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","210","0","0","0","0","4","11","17","33","44","62","69",".a",".a"
"5331","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","484","0","1","0","1","1","35","76","74","120","133","119",".a",".a"
"5332","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","775","1","0","0","0","1","30","100","90","161","219","237",".a",".a"
"5333","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","445","0","0","0","0","2","34","72","99","91","115","104",".a",".a"
"5334","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","645","1","0","0","1","2","31","113","92","152","172","151",".a",".a"
"5335","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","334","1","0","0","0","0","13","72","57","51","99","69",".a",".a"
"5336","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","486","2","3","0","1","0","12","93","76","92","132","111",".a",".a"
"5337","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","494","0","0","0","0","3","52","31","57","115","133","213",".a",".a"
"5338","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","719","2","0","0","0","2","74","37","71","160","217","312",".a",".a"
"5339","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","317","0","0","0","1","1","20","29","64","81","90","75",".a",".a"
"5340","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","479","0","1","0","0","3","22","31","69","131","128","146",".a",".a"
"5341","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","404","0","1","0","0","1","70","27","67","110","120","152",".a",".a"
"5342","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","547","1","0","0","3","3","91","26","82","146","180","211",".a",".a"
"5343","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","230","1","0","1","3","8","47","29","48","64","64","85",".a",".a"
"5344","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","273","1","0","0","0","12","66","28","73","73","87","91",".a",".a"
"5345","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","370","2","1","0","1","4","47","52","60","102","103","108",".a",".a"
"5346","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","491","2","0","0","0","1","65","63","90","108","139","159",".a",".a"
"5347","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","308","0","0","0","0","2","18","61","48","66","83","70",".a",".a"
"5348","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","431","0","0","0","0","1","28","100","54","95","103","108",".a",".a"
"5349","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","424","0","0","0","0","0","47","137","62","77","101","94",".a",".a"
"5350","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","440","0","0","0","0","1","41","117","86","92","98","89",".a",".a"
"5351","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","406","0","2","0","2","7","102","22","57","94","129","217",".a",".a"
"5352","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","518","0","0","0","2","3","122","35","48","112","159","291",".a",".a"
"5353","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","424","0","0","0","0","3","38","29","87","111","131","107",".a",".a"
"5354","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","504","0","1","0","1","1","77","33","105","140","154","152",".a",".a"
"5355","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","495","0","0","0","1","2","51","28","62","121","135","203",".a",".a"
"5356","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","1054","0","0","0","1","2","89","46","129","256","331","384",".a",".a"
"5357","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","236","1","0","1","0","3","15","14","42","61","63","76",".a",".a"
"5358","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","411","2","0","1","0","9","48","21","74","104","118","154",".a",".a"
"5359","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","522","0","0","1","0","0","40","65","74","116","146","162",".a",".a"
"5360","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","1069","0","0","0","0","3","81","92","151","282","288","340",".a",".a"
"5361","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","355","0","0","0","0","2","22","70","63","79","89","78",".a",".a"
"5362","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","786","0","0","0","0","2","50","124","127","168","211","208",".a",".a"
"5363","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","421","0","0","0","0","1","22","90","66","65","116","107",".a",".a"
"5364","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","780","0","1","0","0","0","49","163","114","144","184","225",".a",".a"
"5365","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","533","1","0","0","1","4","92","31","53","107","156","284",".a",".a"
"5366","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","1141","2","0","0","1","8","177","48","99","231","350","601",".a",".a"
"5367","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","570","0","0","0","0","0","46","26","93","178","160","159",".a",".a"
"5368","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","1130","0","0","0","1","3","90","62","179","323","327","333",".a",".a"
"5369","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","655","0","1","0","1","3","50","48","102","161","176","223",".a",".a"
"5370","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","1361","1","0","0","1","6","55","77","188","345","353","461",".a",".a"
"5371","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","335","0","0","0","0","3","23","34","68","70","92","97",".a",".a"
"5372","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","613","2","0","0","0","9","31","38","112","132","176","197",".a",".a"
"5373","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","633","0","1","0","0","1","35","81","79","140","165","205",".a",".a"
"5374","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","1379","1","0","0","2","3","48","141","181","313","364","434",".a",".a"
"5375","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","456","0","0","0","0","0","13","77","94","74","110","114",".a",".a"
"5376","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","963","0","0","0","0","1","39","157","189","166","256","235",".a",".a"
"5377","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","538","0","2","0","1","1","18","126","82","81","150","121",".a",".a"
"5378","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","1034","0","2","0","0","2","18","190","142","213","263","248",".a",".a"
"5379","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","701","1","2","0","1","4","57","27","69","118","209","343",".a",".a"
"5380","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","1579","0","0","0","2","8","121","60","128","264","465","793",".a",".a"
"5381","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","691","0","0","0","0","1","25","34","103","183","193","204",".a",".a"
"5382","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","1474","0","0","0","0","4","44","71","216","400","371","464",".a",".a"
"5383","Skin tumours","2022","Skin cancer","All","All England","Female","All","855","15","18","0","6","9","67","243","179","195","190","163",".a",".a"
"5384","Skin tumours","2022","Skin cancer","All","All England","Female","All","438","8","9","0","3","2","34","126","84","101","96","87",".a",".a"
"5385","Skin tumours","2022","Skin cancer","Age 00-69","All England","Female","All","205","7","7","0","3","2","21","82","44","44","40","35",".a",".a"
"5386","Skin tumours","2022","Skin cancer","Age 70+","All England","Female","All","233","1","2","0","0","0","13","44","40","57","56","52",".a",".a"
"5387","Skin tumours","2022","Skin cancer","All","All England","Female","All","178","2","3","0","1","5","12","44","45","42","43","27",".a",".a"
"5388","Skin tumours","2022","Skin cancer","All","All England","Female","All","239","5","6","0","2","2","21","73","50","52","51","49",".a",".a"
"5389","Skin tumours","2022","Skin cancer","All","All England","Male","All","522","12","14","0","3","7","69","138","129","112","119","129",".a",".a"
"5390","Skin tumours","2022","Skin cancer","All","All England","Male","All","289","5","9","0","1","4","35","80","75","62","58","68",".a",".a"
"5391","Skin tumours","2022","Skin cancer","Age 00-69","All England","Male","All","135","2","6","0","1","4","24","45","33","32","30","32",".a",".a"
"5392","Skin tumours","2022","Skin cancer","Age 70+","All England","Male","All","154","3","3","0","0","0","11","35","42","30","28","36",".a",".a"
"5393","Skin tumours","2022","Skin cancer","All","All England","Male","All","119","3","2","0","2","2","12","30","30","24","34","22",".a",".a"
"5394","Skin tumours","2022","Skin cancer","All","All England","Male","All","114","4","3","0","0","1","22","28","24","26","27","39",".a",".a"
"5395","Skin tumours","2022","Skin cancer","Age 00-39","All England","Female","All","45","0","1","0","0","1","23","14","16","15","12","13",".a",".a"
"5396","Skin tumours","2022","Skin cancer","Age 00-39","All England","Male","All","37","1","2","0","0","1","20","12","17","14","6","12",".a",".a"
"5397","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","51","0","0","0","0","0","1","5","9","13","13","12",".a",".a"
"5398","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","376","0","0","0","0","1","40","22","48","100","114","133",".a",".a"
"5399","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","74","0","0","0","1","0","6","11","9","13","25","23",".a",".a"
"5400","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","560","0","1","0","0","0","45","58","101","132","149","166",".a",".a"
"5401","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","59","0","1","0","0","0","6","7","9","10","19","21",".a",".a"
"5402","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","446","0","0","0","0","1","40","82","83","90","116","116",".a",".a"
"5403","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","65","0","0","0","0","0","1","15","11","14","13","13",".a",".a"
"5404","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","379","1","1","0","1","0","19","72","58","67","111","93",".a",".a"
"5405","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","82","0","0","0","0","0","13","5","9","16","26","39",".a",".a"
"5406","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","564","1","0","0","1","4","94","24","61","125","175","279",".a",".a"
"5407","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","80","0","0","0","0","0","10","10","13","18","29","20",".a",".a"
"5408","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","444","0","0","0","0","1","36","21","66","122","138","134",".a",".a"
"5409","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","60","0","0","0","0","0","12","5","11","17","16","23",".a",".a"
"5410","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","90","1","0","0","0","1","23","5","21","26","29","34",".a",".a"
"5411","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","68","0","0","0","0","1","20","18","18","15","19","19",".a",".a"
"5412","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","149","1","0","0","0","1","26","29","20","46","46","36",".a",".a"
"5413","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","58","0","0","0","0","0","10","12","15","13","13","15",".a",".a"
"5414","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","133","0","0","0","0","1","28","34","37","27","27","37",".a",".a"
"5415","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","56","0","0","0","0","0","9","22","11","15","10","7",".a",".a"
"5416","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","120","0","2","0","1","0","18","35","25","14","43","24",".a",".a"
"5417","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","62","0","0","0","1","1","28","9","10","23","24","26",".a",".a"
"5418","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","159","2","0","0","0","4","57","16","25","42","52","87",".a",".a"
"5419","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","65","0","0","0","0","0","21","3","18","18","26","21",".a",".a"
"5420","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","125","0","0","0","0","1","30","18","29","34","35","40",".a",".a"
"5421","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","103","0","0","0","0","2","33","7","23","45","29","34",".a",".a"
"5422","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","210","0","0","1","0","1","39","12","40","68","64","67",".a",".a"
"5423","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","66","0","0","0","0","4","9","6","19","16","24","14",".a",".a"
"5424","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","129","3","1","0","2","7","12","11","34","32","32","45",".a",".a"
"5425","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","139","1","0","0","0","0","20","18","28","33","40","41",".a",".a"
"5426","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","329","1","0","0","0","1","42","53","57","81","88","94",".a",".a"
"5427","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","146","0","0","0","0","1","23","27","37","35","32","39",".a",".a"
"5428","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","294","1","0","0","0","0","41","52","66","66","84","68",".a",".a"
"5429","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","113","0","0","0","0","0","10","22","23","26","28","24",".a",".a"
"5430","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","202","0","0","0","1","0","19","31","35","32","66","58",".a",".a"
"5431","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","155","0","0","0","0","3","67","17","14","34","56","104",".a",".a"
"5432","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","313","0","0","0","1","2","80","11","28","83","110","164",".a",".a"
"5433","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","151","0","0","0","0","0","28","12","38","58","36","35",".a",".a"
"5434","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","295","0","0","0","0","1","40","14","67","87","89","79",".a",".a"
"5435","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","219","1","0","0","0","2","31","18","33","58","61","83",".a",".a"
"5436","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","271","0","0","0","0","1","32","13","30","66","88","107",".a",".a"
"5437","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","148","1","0","0","1","3","17","18","32","40","47","33",".a",".a"
"5438","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","160","1","1","1","0","7","16","14","26","31","52","63",".a",".a"
"5439","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","324","1","0","0","0","0","33","53","68","61","86","90",".a",".a"
"5440","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","401","0","0","0","0","1","32","42","73","92","116","111",".a",".a"
"5441","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","280","1","0","0","0","1","37","60","57","64","71","67",".a",".a"
"5442","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","318","0","0","0","0","1","31","60","55","71","86","78",".a",".a"
"5443","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","253","0","1","0","0","0","19","60","47","50","63","53",".a",".a"
"5444","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","260","0","2","0","0","1","9","49","45","45","72","61",".a",".a"
"5445","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","381","0","0","0","0","6","75","23","39","94","116","190",".a",".a"
"5446","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","458","1","0","0","0","3","70","18","42","101","152","219",".a",".a"
"5447","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","330","0","0","0","0","1","38","26","68","98","95","82",".a",".a"
"5448","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","380","0","0","0","1","0","37","30","58","119","108","103",".a",".a"
"5449","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","45","0","0","0","0","0","23","9","12","16","14","17",".a",".a"
"5450","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","47","0","0","0","0","1","24","2","10","20","24","16",".a",".a"
"5451","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","48","0","0","0","0","0","13","11","9","13","9","19",".a",".a"
"5452","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","80","0","0","0","0","0","18","15","19","19","23","22",".a",".a"
"5453","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","54","0","0","0","0","0","12","15","8","13","19","11",".a",".a"
"5454","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","69","0","0","0","0","0","16","26","10","18","14","17",".a",".a"
"5455","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","45","0","0","0","0","0","14","16","10","11","16","6",".a",".a"
"5456","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","57","0","0","0","0","0","14","23","9","12","15","12",".a",".a"
"5457","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","64","0","0","0","0","2","32","6","19","10","32","31",".a",".a"
"5458","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","87","0","0","0","0","2","39","12","24","21","30","41",".a",".a"
"5459","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","63","0","0","0","0","0","20","8","19","27","18","11",".a",".a"
"5460","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","67","0","0","0","0","0","33","10","18","23","24","25",".a",".a"
"5461","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","68","0","0","0","0","0","14","3","17","27","16","19",".a",".a"
"5462","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","103","1","0","0","0","2","19","14","18","38","30","25",".a",".a"
"5463","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","107","0","0","0","0","0","10","15","17","22","34","29",".a",".a"
"5464","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","142","1","0","0","0","0","29","19","18","44","50","41",".a",".a"
"5465","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","90","0","0","0","0","0","17","17","24","21","27","18",".a",".a"
"5466","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","115","0","0","0","0","0","13","25","24","22","32","25",".a",".a"
"5467","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","68","0","0","0","0","0","7","11","12","15","22","15",".a",".a"
"5468","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","91","0","0","0","0","0","11","18","18","21","20","25",".a",".a"
"5469","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","120","0","0","0","0","0","53","7","18","29","41","78",".a",".a"
"5470","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","172","1","0","0","0","1","55","6","27","62","58","76",".a",".a"
"5471","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","113","0","0","0","0","0","25","10","22","46","26","34",".a",".a"
"5472","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","136","0","0","0","1","0","26","8","28","52","40","35",".a",".a"
"5473","Skin tumours","2022","Skin cancer","Age 40+","East of England","Female","All","123","0","0","0","1","0","16","5","23","40","31","41",".a",".a"
"5474","Skin tumours","2022","Skin cancer","Age 40+","East of England","Male","All","139","0","0","0","0","2","19","10","22","41","43","44",".a",".a"
"5475","Skin tumours","2022","Skin cancer","Age 40+","London","Female","All","67","0","0","0","0","1","4","5","7","16","20","24",".a",".a"
"5476","Skin tumours","2022","Skin cancer","Age 40+","London","Male","All","61","0","0","0","0","1","9","2","16","11","21","21",".a",".a"
"5477","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Female","All","147","0","0","0","0","0","20","16","28","36","40","47",".a",".a"
"5478","Skin tumours","2022","Skin cancer","Age 40+","Midlands","Male","All","178","0","0","0","0","0","16","19","30","37","54","54",".a",".a"
"5479","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Female","All","140","0","0","0","0","0","13","33","21","28","41","30",".a",".a"
"5480","Skin tumours","2022","Skin cancer","Age 40+","North East and Yorkshire","Male","All","148","0","0","0","0","0","7","27","30","28","33","37",".a",".a"
"5481","Skin tumours","2022","Skin cancer","Age 40+","North West","Female","All","109","0","0","0","0","0","13","18","19","21","36","28",".a",".a"
"5482","Skin tumours","2022","Skin cancer","Age 40+","North West","Male","All","114","0","0","0","0","0","10","23","17","15","42","27",".a",".a"
"5483","Skin tumours","2022","Skin cancer","Age 40+","South East","Female","All","240","0","0","0","0","1","48","14","22","62","68","123",".a",".a"
"5484","Skin tumours","2022","Skin cancer","Age 40+","South East","Male","All","230","0","0","0","0","1","45","13","25","53","65","120",".a",".a"
"5485","Skin tumours","2022","Skin cancer","Age 40+","South West","Female","All","190","0","0","0","0","0","31","12","29","63","58","59",".a",".a"
"5486","Skin tumours","2022","Skin cancer","Age 40+","South West","Male","All","184","0","0","0","0","0","22","12","30","58","59","47",".a",".a"
"5487","Skin tumours","2022","Skin cancer","Age 00-59","All England","Female","All","146","3","2","0","0","3","2","38","22","28","37","31",".a",".a"
"5488","Skin tumours","2022","Skin cancer","Age 00-59","All England","Male","All","260","2","1","0","1","1","8","60","54","55","56","48",".a",".a"
"5489","Skin tumours","2022","Skin cancer","Age 60+","East of England","Female","All","84","0","0","0","0","0","1","8","11","16","27","23",".a",".a"
"5490","Skin tumours","2022","Skin cancer","Age 60+","East of England","Male","All","347","0","0","0","0","3","9","27","52","78","96","106",".a",".a"
"5491","Skin tumours","2022","Skin cancer","Age 60+","London","Female","All","73","2","0","1","0","5","1","7","13","14","22","26",".a",".a"
"5492","Skin tumours","2022","Skin cancer","Age 60+","London","Male","All","231","1","0","1","0","12","5","20","48","60","55","67",".a",".a"
"5493","Skin tumours","2022","Skin cancer","Age 60+","Midlands","Female","All","112","0","1","0","0","0","6","14","15","26","31","33",".a",".a"
"5494","Skin tumours","2022","Skin cancer","Age 60+","Midlands","Male","All","439","0","1","0","0","1","18","55","60","118","107","119",".a",".a"
"5495","Skin tumours","2022","Skin cancer","Age 60+","North East and Yorkshire","Female","All","84","0","0","0","0","0","1","14","12","12","26","21",".a",".a"
"5496","Skin tumours","2022","Skin cancer","Age 60+","North East and Yorkshire","Male","All","259","0","0","0","0","1","3","44","43","56","61","59",".a",".a"
"5497","Skin tumours","2022","Skin cancer","Age 60+","North West","Female","All","90","0","0","0","0","0","1","22","17","19","20","13",".a",".a"
"5498","Skin tumours","2022","Skin cancer","Age 60+","North West","Male","All","226","1","1","0","0","0","4","54","42","43","46","47",".a",".a"
"5499","Skin tumours","2022","Skin cancer","Age 60+","South East","Female","All","134","0","0","0","0","3","7","5","14","26","45","54",".a",".a"
"5500","Skin tumours","2022","Skin cancer","Age 60+","South East","Male","All","473","1","0","0","0","2","28","22","36","100","138","208",".a",".a"
"5501","Skin tumours","2022","Skin cancer","Age 60+","South West","Female","All","162","0","0","0","1","0","4","13","27","42","45","40",".a",".a"
"5502","Skin tumours","2022","Skin cancer","Age 60+","South West","Male","All","491","0","1","0","0","1","15","27","80","149","135","117",".a",".a"
"5503","Skin tumours","2022","Skin cancer","Age 60+","East of England","Female","All","183","0","0","0","0","3","4","18","34","46","40","52",".a",".a"
"5504","Skin tumours","2022","Skin cancer","Age 60+","East of England","Male","All","661","0","0","0","1","4","11","23","90","181","173","210",".a",".a"
"5505","Skin tumours","2022","Skin cancer","Age 60+","London","Female","All","142","0","1","0","0","5","2","14","20","27","38","51",".a",".a"
"5506","Skin tumours","2022","Skin cancer","Age 60+","London","Male","All","349","1","0","0","0","19","9","16","69","86","89","118",".a",".a"
"5507","Skin tumours","2022","Skin cancer","Age 60+","Midlands","Female","All","247","0","0","0","0","0","12","27","35","55","75","67",".a",".a"
"5508","Skin tumours","2022","Skin cancer","Age 60+","Midlands","Male","All","802","0","0","0","0","0","9","83","102","167","232","227",".a",".a"
"5509","Skin tumours","2022","Skin cancer","Age 60+","North East and Yorkshire","Female","All","167","0","0","0","0","0","1","21","30","33","40","44",".a",".a"
